,Unnamed: 0,Temp,Humidity,Wind,Precipitation,Pressure
7589,598,18.91,0.94,1.8,rain,1014.89
7590,599,18.76,0.93,1.5,rain,1014.9
7591,600,19.01,0.92,1.68,rain,1014.93
7592,601,19.26,0.91,1.87,rain,1014.97
7593,602,19.51,0.89,2.08,rain,1015.0
7594,603,19.76,0.88,2.3,rain,1015.03
7595,604,20.12,0.87,2.29,rain,1015.08
7596,605,20.48,0.86,2.29,rain,1015.12
7597,606,20.85,0.85,2.3,rain,1015.16
7598,607,21.21,0.84,2.32,rain,1015.21
7599,608,21.79,0.79,2.25,rain,1015.25
7600,609,22.37,0.75,2.19,rain,1015.29
7601,610,22.95,0.71,2.14,rain,1015.33
7602,611,23.53,0.66,2.09,rain,1015.37
7603,612,24.07,0.64,2.03,rain,1015.39
7604,613,24.62,0.61,2.01,rain,1015.42
7605,614,25.17,0.59,2.03,rain,1015.44
7606,615,25.72,0.56,2.09,rain,1015.47
7607,616,26.22,0.55,1.54,rain,1015.46
7608,617,26.72,0.54,0.98,rain,1015.46
7609,618,27.22,0.52,0.43,rain,1015.45
7610,619,27.72,0.51,0.13,rain,1015.45
7611,620,28.0,0.5,0.46,rain,1015.42
7612,621,28.28,0.48,0.95,rain,1015.38
7613,622,28.57,0.47,1.44,rain,1015.35
7614,623,28.85,0.45,1.94,rain,1015.32
7615,624,28.95,0.45,2.07,rain,1015.26
7616,625,29.05,0.44,2.21,rain,1015.2
7617,626,29.15,0.44,2.36,rain,1015.14
7618,627,29.25,0.43,2.52,rain,1015.09
7619,628,29.28,0.45,2.65,rain,1015.02
7620,629,29.32,0.47,2.79,rain,1014.95
7621,630,29.36,0.49,2.92,rain,1014.88
7622,631,29.39,0.51,3.06,rain,1014.81
7623,632,29.38,0.5,3.0,rain,1014.74
7624,633,29.37,0.5,2.98,rain,1014.68
7625,634,29.37,0.49,2.99,rain,1014.61
7626,635,29.36,0.49,3.03,rain,1014.54
7627,636,29.27,0.49,3.11,rain,1014.5
7628,637,29.19,0.49,3.19,rain,1014.45
7629,638,29.11,0.49,3.27,rain,1014.41
7630,639,29.03,0.49,3.37,rain,1014.36
7631,640,29.22,0.47,3.29,rain,1014.35
7632,641,29.41,0.46,3.26,rain,1014.33
7633,642,29.61,0.45,3.27,rain,1014.32
7634,643,29.8,0.43,3.31,rain,1014.31
7635,644,29.22,0.47,3.12,rain,1014.33
7636,645,28.63,0.5,3.0,rain,1014.35
7637,646,28.04,0.53,2.95,rain,1014.37
7638,647,27.46,0.57,2.97,rain,1014.39
7639,648,27.04,0.56,2.48,rain,1014.44
7640,649,26.63,0.56,1.99,rain,1014.5
7641,650,26.22,0.56,1.51,rain,1014.55
7642,651,25.8,0.56,1.03,rain,1014.6
7643,652,25.14,0.62,0.93,rain,1014.67
7644,653,24.49,0.67,0.82,rain,1014.74
7645,654,23.83,0.73,0.71,rain,1014.81
7646,655,23.18,0.78,0.61,rain,1014.88
7647,656,22.99,0.8,0.07,rain,1014.96
7648,657,22.81,0.81,0.47,rain,1015.03
7649,658,22.62,0.83,1.01,rain,1015.1
7650,659,22.43,0.85,1.54,rain,1015.18
7651,660,22.43,0.84,1.45,rain,1015.24
7652,661,22.43,0.83,1.35,rain,1015.3
7653,662,22.43,0.83,1.26,rain,1015.36
7654,663,22.43,0.82,1.16,rain,1015.42
7655,664,22.26,0.82,1.12,rain,1015.45
7656,665,22.08,0.82,1.09,rain,1015.48
7657,666,21.91,0.82,1.06,rain,1015.52
7658,667,21.73,0.82,1.03,rain,1015.55
7659,668,21.56,0.82,1.1,rain,1015.55
7660,669,21.38,0.83,1.17,rain,1015.56
7661,670,21.21,0.83,1.23,rain,1015.56
7662,671,21.03,0.83,1.31,rain,1015.56
7663,672,20.86,0.83,1.36,rain,1015.54
7664,673,20.68,0.83,1.45,rain,1015.51
7665,674,20.51,0.83,1.56,rain,1015.48
7666,675,20.33,0.83,1.69,rain,1015.46
7667,676,20.23,0.84,1.62,rain,1015.41
7668,677,20.13,0.84,1.56,rain,1015.37
7669,678,20.03,0.85,1.49,rain,1015.33
7670,679,19.93,0.85,1.44,rain,1015.28
7671,680,19.71,0.84,1.58,rain,1015.24
7672,681,19.49,0.83,1.73,rain,1015.19
7673,682,19.27,0.82,1.9,rain,1015.14
7674,683,19.05,0.81,2.07,rain,1015.09
7675,684,19.12,0.82,1.96,rain,1015.06
7676,685,19.19,0.83,1.86,rain,1015.02
7677,686,19.26,0.84,1.76,rain,1014.99
7678,687,19.33,0.85,1.66,rain,1014.95
7679,688,19.08,0.86,1.44,rain,1014.93
7680,689,18.83,0.87,1.31,rain,1014.92
7681,690,18.58,0.88,1.28,rain,1014.91
7682,691,18.33,0.9,1.37,rain,1014.89
7683,692,18.15,0.88,1.47,rain,1014.9
7684,693,17.97,0.87,1.57,rain,1014.91
7685,694,17.79,0.86,1.68,rain,1014.93
7686,695,17.62,0.85,1.78,rain,1014.94
7687,696,17.96,0.84,1.7,rain,1014.97
7688,697,18.29,0.83,1.65,rain,1015.0
7689,698,18.62,0.83,1.62,rain,1015.04
7690,699,18.96,0.82,1.62,rain,1015.07
7691,700,19.53,0.8,1.61,rain,1015.11
7692,701,20.09,0.77,1.6,rain,1015.16
7693,702,20.66,0.75,1.6,rain,1015.2
7694,703,21.23,0.72,1.59,rain,1015.25
7695,704,21.97,0.69,1.63,rain,1015.29
7696,705,22.72,0.65,1.69,rain,1015.33
7697,706,23.46,0.62,1.77,rain,1015.37
7698,707,24.2,0.58,1.85,rain,1015.41
7699,708,24.57,0.57,1.49,rain,1015.43
7700,709,24.93,0.56,1.2,rain,1015.46
7701,710,25.3,0.54,1.05,rain,1015.48
7702,711,25.67,0.53,1.09,rain,1015.5
7703,712,26.29,0.52,0.82,rain,1015.5
7704,713,26.91,0.51,0.7,rain,1015.49
7705,714,27.53,0.49,0.81,rain,1015.49
7706,715,28.16,0.48,1.08,rain,1015.49
7707,716,28.63,0.47,1.24,rain,1015.45
7708,717,29.1,0.45,1.4,rain,1015.42
7709,718,29.57,0.43,1.56,rain,1015.39
7710,719,30.04,0.42,1.73,rain,1015.35
7711,720,30.0,0.42,1.97,rain,1015.29
7712,721,29.96,0.42,2.3,rain,1015.24
7713,722,29.92,0.42,2.68,rain,1015.18
7714,723,29.88,0.43,3.09,rain,1015.12
7715,724,30.36,0.4,3.3,rain,1015.05
7716,725,30.84,0.37,3.52,rain,1014.98
7717,726,31.32,0.34,3.74,rain,1014.91
7718,727,31.81,0.31,3.97,rain,1014.84
7719,728,31.81,0.31,3.53,rain,1014.78
7720,729,31.81,0.31,3.13,rain,1014.71
7721,730,31.81,0.32,2.78,rain,1014.65
7722,731,31.81,0.32,2.49,rain,1014.58
7723,732,31.56,0.34,2.9,rain,1014.53
7724,733,31.31,0.36,3.3,rain,1014.49
7725,734,31.06,0.39,3.71,rain,1014.44
7726,735,30.8,0.41,4.13,rain,1014.4
7727,736,30.55,0.41,3.91,rain,1014.38
7728,737,30.3,0.41,3.7,rain,1014.37
7729,738,30.05,0.41,3.48,rain,1014.36
7730,739,29.8,0.41,3.27,rain,1014.34
7731,740,29.14,0.44,3.08,rain,1014.37
7732,741,28.48,0.48,2.91,rain,1014.39
7733,742,27.82,0.51,2.74,rain,1014.41
7734,743,27.16,0.54,2.58,rain,1014.43
7735,744,26.69,0.57,2.41,rain,1014.48
7736,745,26.23,0.6,2.24,rain,1014.53
7737,746,25.76,0.63,2.07,rain,1014.59
7738,747,25.3,0.66,1.9,rain,1014.64
7739,748,24.91,0.69,1.54,rain,1014.71
7740,749,24.52,0.72,1.19,rain,1014.78
7741,750,24.14,0.75,0.86,rain,1014.85
7742,751,23.75,0.78,0.6,rain,1014.92
7743,752,23.75,0.77,0.47,rain,1015.0
7744,753,23.75,0.76,0.44,rain,1015.07
7745,754,23.75,0.76,0.51,rain,1015.14
7746,755,23.75,0.75,0.65,rain,1015.22
7747,756,23.36,0.75,0.43,rain,1015.28
7748,757,22.97,0.76,0.23,rain,1015.34
7749,758,22.58,0.76,0.17,rain,1015.39
7750,759,22.19,0.77,0.34,rain,1015.45
7751,760,21.94,0.78,0.18,rain,1015.49
7752,761,21.69,0.79,0.61,rain,1015.52
7753,762,21.44,0.8,1.06,rain,1015.55
7754,763,21.19,0.81,1.52,rain,1015.59
7755,764,21.05,0.82,1.08,rain,1015.59
7756,765,20.91,0.83,0.64,rain,1015.59
7757,766,20.77,0.84,0.26,rain,1015.6
7758,767,20.62,0.86,0.35,rain,1015.6
7759,768,20.73,0.87,0.31,rain,1015.57
7760,769,20.83,0.88,0.74,rain,1015.55
7761,770,20.93,0.89,1.22,rain,1015.52
7762,771,21.03,0.9,1.7,rain,1015.49
7763,772,20.83,0.92,1.39,rain,1015.45
7764,773,20.63,0.94,1.18,rain,1015.41
7765,774,20.43,0.96,1.13,rain,1015.36
7766,775,20.23,0.98,1.25,rain,1015.32
7767,776,20.13,0.97,1.01,rain,1015.27
7768,777,20.02,0.96,0.78,rain,1015.22
7769,778,19.91,0.95,0.56,rain,1015.18
7770,779,19.81,0.94,0.4,rain,1015.13
7771,780,19.96,0.93,0.59,rain,1015.09
7772,781,20.12,0.92,0.85,rain,1015.06
7773,782,20.27,0.91,1.13,rain,1015.02
7774,783,20.43,0.9,1.41,rain,1014.99
7775,784,20.5,0.89,1.46,rain,1014.97
7776,785,20.58,0.88,1.52,rain,1014.96
7777,786,20.65,0.87,1.59,rain,1014.94
7778,787,20.73,0.87,1.66,rain,1014.93
7779,788,20.59,0.86,1.6,rain,1014.94
7780,789,20.46,0.86,1.56,rain,1014.95
7781,790,20.32,0.86,1.52,rain,1014.96
7782,791,20.19,0.86,1.5,rain,1014.97
7783,792,20.29,0.85,1.36,rain,1015.01
7784,793,20.39,0.83,1.24,rain,1015.04
7785,794,20.48,0.82,1.14,rain,1015.07
7786,795,20.58,0.81,1.06,rain,1015.11
7787,796,20.73,0.82,1.14,rain,1015.15
7788,797,20.89,0.83,1.22,rain,1015.19
7789,798,21.04,0.84,1.32,rain,1015.24
7790,799,21.19,0.85,1.43,rain,1015.28
7791,800,21.53,0.83,1.12,rain,1015.32
7792,801,21.87,0.81,0.84,rain,1015.36
7793,802,22.2,0.78,0.59,rain,1015.41
7794,803,22.53,0.76,0.48,rain,1015.45
7795,804,22.63,0.76,0.77,rain,1015.47
7796,805,22.73,0.76,1.12,rain,1015.49
7797,806,22.83,0.76,1.49,rain,1015.52
7798,807,22.93,0.76,1.87,rain,1015.54
7799,808,23.13,0.75,1.77,rain,1015.54
7800,809,23.34,0.74,1.68,rain,1015.53
7801,810,23.54,0.72,1.62,rain,1015.53
7802,811,23.75,0.71,1.58,rain,1015.52
7803,812,23.79,0.71,1.77,rain,1015.49
7804,813,23.84,0.71,2.03,rain,1015.46
7805,814,23.89,0.72,2.32,rain,1015.42
7806,815,23.93,0.72,2.64,rain,1015.39
7807,816,23.89,0.72,2.74,rain,1015.33
7808,817,23.84,0.72,2.88,rain,1015.27
7809,818,23.8,0.72,3.08,rain,1015.21
7810,819,23.76,0.71,3.33,rain,1015.16
7811,820,24.09,0.69,2.55,rain,1015.09
7812,821,24.43,0.67,1.88,rain,1015.02
7813,822,24.77,0.64,1.43,rain,1014.95
7814,823,25.11,0.62,1.47,rain,1014.88
7815,824,25.32,0.6,1.29,rain,1014.81
7816,825,25.52,0.59,1.44,rain,1014.75
7817,826,25.73,0.57,1.86,rain,1014.68
7818,827,25.94,0.56,2.39,rain,1014.61
7819,828,25.9,0.59,1.6,rain,1014.57
7820,829,25.86,0.63,1.58,rain,1014.52
7821,830,25.81,0.66,2.34,rain,1014.48
7822,831,25.77,0.69,3.39,rain,1014.43
7823,832,25.64,0.71,3.57,rain,1014.42
7824,833,25.51,0.72,3.75,rain,1014.41
7825,834,25.38,0.73,3.93,rain,1014.39
7826,835,25.25,0.74,4.1,rain,1014.38
7827,836,25.01,0.75,4.12,rain,1014.4
7828,837,24.76,0.76,4.14,rain,1014.42
7829,838,24.51,0.76,4.15,rain,1014.45
7830,839,24.26,0.77,4.18,rain,1014.47
7831,840,24.13,0.78,3.95,rain,1014.52
7832,841,24.01,0.78,3.73,rain,1014.57
7833,842,23.88,0.79,3.5,rain,1014.62
7834,843,23.76,0.8,3.29,rain,1014.68
7835,844,23.52,0.8,3.1,rain,1014.75
7836,845,23.28,0.81,2.93,rain,1014.82
7837,846,23.05,0.81,2.79,rain,1014.89
7838,847,22.82,0.82,2.66,rain,1014.96
7839,848,21.89,0.82,2.27,rain,1015.03
7840,849,20.97,0.82,1.95,rain,1015.11
7841,850,20.05,0.82,1.76,rain,1015.18
7842,851,19.12,0.82,1.73,rain,1015.25
7843,852,19.8,0.82,1.36,rain,1015.31
7844,853,20.48,0.83,1.11,rain,1015.37
7845,854,21.15,0.83,1.08,rain,1015.43
7846,855,21.83,0.83,1.29,rain,1015.49
7847,856,21.67,0.83,1.14,rain,1015.53
7848,857,21.51,0.82,1.01,rain,1015.56
7849,858,21.35,0.81,0.93,rain,1015.59
7850,859,21.19,0.8,0.91,rain,1015.63
7851,860,21.08,0.81,0.89,rain,1015.63
7852,861,20.98,0.82,0.89,rain,1015.63
7853,862,20.87,0.84,0.91,rain,1015.63
7854,863,20.76,0.85,0.96,rain,1015.63
7855,864,20.76,0.85,1.06,rain,1015.61
7856,865,20.76,0.85,1.16,rain,1015.58
7857,866,20.76,0.85,1.27,rain,1015.56
7858,867,20.76,0.85,1.37,rain,1015.53
7859,868,20.65,0.86,1.27,rain,1015.49
7860,869,20.54,0.86,1.17,rain,1015.44
7861,870,20.43,0.87,1.07,rain,1015.4
7862,871,20.33,0.87,0.97,rain,1015.35
7863,872,20.48,0.88,0.97,rain,1015.31
7864,873,20.62,0.88,0.97,rain,1015.26
7865,874,20.77,0.88,0.98,rain,1015.21
7866,875,20.92,0.89,1.0,rain,1015.16
7867,876,20.79,0.89,1.19,rain,1015.13
7868,877,20.67,0.88,1.39,rain,1015.09
7869,878,20.55,0.88,1.6,rain,1015.06
7870,879,20.43,0.88,1.8,rain,1015.02
7871,880,20.41,0.89,1.7,rain,1015.01
7872,881,20.4,0.9,1.62,rain,1014.99
7873,882,20.38,0.91,1.54,rain,1014.98
7874,883,20.37,0.92,1.47,rain,1014.96
7875,884,20.34,0.91,1.47,rain,1014.98
7876,885,20.32,0.89,1.48,rain,1014.99
7877,886,20.29,0.88,1.49,rain,1015.0
7878,887,20.26,0.87,1.5,rain,1015.01
7879,888,20.24,0.88,1.28,rain,1015.04
7880,889,20.23,0.89,1.06,rain,1015.08
7881,890,20.21,0.9,0.88,rain,1015.11
7882,891,20.19,0.92,0.73,rain,1015.14
7883,892,20.72,0.89,0.88,rain,1015.19
7884,893,21.26,0.85,1.03,rain,1015.23
7885,894,21.79,0.82,1.18,rain,1015.28
7886,895,22.32,0.79,1.33,rain,1015.32
7887,896,22.68,0.78,1.29,rain,1015.36
7888,897,23.03,0.77,1.32,rain,1015.4
7889,898,23.39,0.76,1.41,rain,1015.44
7890,899,23.75,0.75,1.55,rain,1015.48
7891,900,24.0,0.72,1.65,rain,1015.51
7892,901,24.25,0.69,1.78,rain,1015.53
7893,902,24.51,0.67,1.93,rain,1015.55
7894,903,24.76,0.64,2.1,rain,1015.58
7895,904,25.13,0.63,2.18,rain,1015.57
7896,905,25.51,0.63,2.41,rain,1015.57
7897,906,25.89,0.62,2.74,rain,1015.56
7898,907,26.27,0.62,3.14,rain,1015.56
7899,908,26.29,0.62,3.33,rain,1015.52
7900,909,26.32,0.61,3.52,rain,1015.49
7901,910,26.35,0.61,3.71,rain,1015.46
7902,911,26.38,0.61,3.89,rain,1015.42
7903,912,26.76,0.58,3.96,rain,1015.36
7904,913,27.13,0.56,4.03,rain,1015.31
7905,914,27.5,0.53,4.1,rain,1015.25
7906,915,27.87,0.51,4.17,rain,1015.19
7907,916,27.99,0.51,4.05,rain,1015.12
7908,917,28.11,0.51,3.94,rain,1015.05
7909,918,28.23,0.52,3.84,rain,1014.98
7910,919,28.34,0.52,3.74,rain,1014.91
7911,920,28.23,0.52,4.01,rain,1014.85
7912,921,28.11,0.53,4.3,rain,1014.78
7913,922,27.98,0.54,4.61,rain,1014.71
7914,923,27.87,0.54,4.94,rain,1014.65
7915,924,27.87,0.54,4.99,rain,1014.6
7916,925,27.87,0.54,5.04,rain,1014.56
7917,926,27.87,0.54,5.1,rain,1014.51
7918,927,27.87,0.54,5.15,rain,1014.47
7919,928,27.69,0.56,4.77,rain,1014.46
7920,929,27.53,0.57,4.38,rain,1014.44
7921,930,27.36,0.58,4.01,rain,1014.43
7922,931,27.19,0.59,3.64,rain,1014.42
7923,932,26.97,0.6,3.56,rain,1014.44
7924,933,26.74,0.6,3.48,rain,1014.46
7925,934,26.52,0.61,3.4,rain,1014.48
7926,935,26.3,0.61,3.31,rain,1014.5
7927,936,25.8,0.64,2.88,rain,1014.56
7928,937,25.29,0.67,2.45,rain,1014.61
7929,938,24.79,0.7,2.03,rain,1014.66
7930,939,24.29,0.73,1.6,rain,1014.71
7931,940,24.17,0.76,1.56,rain,1014.79
7932,941,24.05,0.79,1.53,rain,1014.86
7933,942,23.93,0.82,1.53,rain,1014.93
7934,943,23.82,0.84,1.56,rain,1015.0
7935,944,23.57,0.85,1.34,rain,1015.07
7936,945,23.32,0.85,1.13,rain,1015.14
7937,946,23.07,0.85,0.93,rain,1015.22
7938,947,22.82,0.86,0.74,rain,1015.29
7939,948,22.57,0.87,0.64,rain,1015.35
7940,949,22.32,0.88,0.58,rain,1015.41
7941,950,22.07,0.88,0.57,rain,1015.47
7942,951,21.83,0.89,0.63,rain,1015.53
7943,952,21.83,0.89,0.62,rain,1015.56
7944,953,21.83,0.89,0.69,rain,1015.6
7945,954,21.83,0.88,0.81,rain,1015.63
7946,955,21.83,0.88,0.96,rain,1015.66
7947,956,21.65,0.89,0.98,rain,1015.66
7948,957,21.48,0.9,1.0,rain,1015.66
7949,958,21.3,0.91,1.02,rain,1015.67
7950,959,21.13,0.92,1.04,rain,1015.67
7951,960,20.78,0.92,0.95,rain,1015.64
7952,961,20.43,0.92,0.87,rain,1015.62
7953,962,20.08,0.93,0.8,rain,1015.59
7954,963,19.73,0.93,0.75,rain,1015.56
7955,964,19.73,0.93,0.78,rain,1015.52
7956,965,19.73,0.93,0.84,rain,1015.48
7957,966,19.73,0.93,0.9,rain,1015.43
7958,967,19.73,0.93,0.98,rain,1015.39
7959,968,19.73,0.93,1.06,rain,1015.34
7960,969,19.73,0.92,1.14,rain,1015.29
7961,970,19.73,0.92,1.23,rain,1015.25
7962,971,19.73,0.91,1.32,rain,1015.2
7963,972,19.63,0.92,1.38,rain,1015.16
7964,973,19.53,0.93,1.44,rain,1015.13
7965,974,19.43,0.93,1.51,rain,1015.09
7966,975,19.33,0.94,1.57,rain,1015.06
7967,976,19.33,0.93,1.64,rain,1015.04
7968,977,19.33,0.93,1.72,rain,1015.03
7969,978,19.33,0.92,1.8,rain,1015.01
7970,979,19.33,0.91,1.88,rain,1015.0
7971,980,19.33,0.92,1.89,rain,1015.01
7972,981,19.33,0.92,1.9,rain,1015.02
7973,982,19.33,0.93,1.91,rain,1015.03
7974,983,19.33,0.93,1.92,rain,1015.05
7975,984,19.76,0.92,1.81,rain,1015.08
7976,985,20.18,0.91,1.71,rain,1015.11
7977,986,20.61,0.9,1.61,rain,1015.15
7978,987,21.03,0.89,1.53,rain,1015.18
7979,988,21.47,0.87,1.57,rain,1015.22
7980,989,21.92,0.85,1.62,rain,1015.27
7981,990,22.36,0.83,1.67,rain,1015.31
7982,991,22.8,0.81,1.72,rain,1015.36
7983,992,23.29,0.8,1.29,rain,1015.4
7984,993,23.78,0.78,0.92,rain,1015.44
7985,994,24.27,0.77,0.72,rain,1015.48
7986,995,24.75,0.75,0.83,rain,1015.52
7987,996,24.89,0.74,1.04,rain,1015.54
7988,997,25.02,0.74,1.31,rain,1015.57
7989,998,25.16,0.74,1.61,rain,1015.59
7990,999,25.3,0.73,1.93,rain,1015.61
7991,0,25.72,0.71,2.03,rain,1015.61
7992,1,26.13,0.69,2.23,rain,1015.6
7993,2,26.54,0.67,2.51,rain,1015.6
7994,3,26.96,0.65,2.84,rain,1015.59
7995,4,27.16,0.64,3.27,rain,1015.56
7996,5,27.35,0.63,3.7,rain,1015.53
7997,6,27.54,0.62,4.15,rain,1015.49
7998,7,27.74,0.61,4.6,rain,1015.46
7999,8,27.74,0.61,4.64,rain,1015.4
8000,9,27.75,0.62,4.69,rain,1015.34
8001,10,27.76,0.63,4.74,rain,1015.28
8002,11,27.76,0.63,4.8,rain,1015.22
8003,12,27.76,0.64,4.71,rain,1015.15
8004,13,27.76,0.64,4.63,rain,1015.08
8005,14,27.76,0.65,4.55,rain,1015.01
8006,15,27.76,0.65,4.47,rain,1014.94
8007,16,27.63,0.65,4.27,rain,1014.88
8008,17,27.51,0.65,4.08,rain,1014.81
8009,18,27.38,0.65,3.89,rain,1014.75
8010,19,27.25,0.65,3.71,rain,1014.68
8011,20,27.38,0.65,3.79,rain,1014.64
8012,21,27.51,0.65,3.88,rain,1014.59
8013,22,27.63,0.65,3.97,rain,1014.55
8014,23,27.76,0.65,4.07,rain,1014.5
8015,24,27.43,0.65,3.95,rain,1014.49
8016,25,27.11,0.66,3.83,rain,1014.48
8017,26,26.78,0.66,3.71,rain,1014.46
8018,27,26.45,0.67,3.59,rain,1014.45
8019,28,26.2,0.68,3.38,rain,1014.47
8020,29,25.95,0.69,3.16,rain,1014.5
8021,30,25.69,0.7,2.95,rain,1014.52
8022,31,25.44,0.71,2.74,rain,1014.54
8023,32,25.22,0.72,2.66,rain,1014.59
8024,33,24.99,0.74,2.6,rain,1014.65
8025,34,24.76,0.75,2.53,rain,1014.7
8026,35,24.54,0.76,2.48,rain,1014.75
8027,36,24.34,0.78,2.35,rain,1014.82
8028,37,24.14,0.79,2.22,rain,1014.89
8029,38,23.94,0.81,2.1,rain,1014.96
8030,39,23.75,0.82,1.98,rain,1015.04
8031,40,23.5,0.82,1.63,rain,1015.11
8032,41,23.25,0.82,1.4,rain,1015.18
8033,42,23.01,0.82,1.35,rain,1015.26
8034,43,22.76,0.82,1.5,rain,1015.33
8035,44,22.51,0.84,1.51,rain,1015.39
8036,45,22.26,0.85,1.61,rain,1015.45
8037,46,22.01,0.86,1.81,rain,1015.51
8038,47,21.76,0.87,2.07,rain,1015.57
8039,48,21.62,0.88,2.0,rain,1015.6
8040,49,21.48,0.89,1.94,rain,1015.63
8041,50,21.33,0.9,1.87,rain,1015.66
8042,51,21.19,0.9,1.81,rain,1015.7
8043,52,21.19,0.9,1.88,rain,1015.7
8044,53,21.19,0.89,1.95,rain,1015.7
8045,54,21.19,0.88,2.03,rain,1015.7
8046,55,21.19,0.87,2.1,rain,1015.7
8047,56,20.94,0.88,1.92,rain,1015.68
8048,57,20.69,0.89,1.75,rain,1015.65
8049,58,20.44,0.9,1.58,rain,1015.62
8050,59,20.19,0.9,1.41,rain,1015.6
8051,60,20.05,0.9,1.28,rain,1015.55
8052,61,19.91,0.9,1.19,rain,1015.51
8053,62,19.77,0.9,1.14,rain,1015.47
8054,63,19.62,0.9,1.15,rain,1015.42
8055,64,19.62,0.91,1.23,rain,1015.37
8056,65,19.62,0.92,1.35,rain,1015.33
8057,66,19.62,0.93,1.51,rain,1015.28
8058,67,19.62,0.94,1.69,rain,1015.23
8059,68,19.62,0.93,1.7,rain,1015.2
8060,69,19.62,0.92,1.71,rain,1015.16
8061,70,19.62,0.91,1.72,rain,1015.13
8062,71,19.41,0.92,1.69,rain,1015.06
8063,72,19.3,0.92,1.66,rain,1015.05
8064,73,19.19,0.93,1.64,rain,1015.03
8065,74,19.19,0.92,1.52,rain,1015.05
8066,75,19.19,0.92,1.41,rain,1015.06
8067,76,19.19,0.91,1.31,rain,1015.07
8068,77,19.44,0.9,1.42,rain,1015.12
8069,78,19.69,0.9,1.65,rain,1015.15
8070,79,19.94,0.9,1.87,rain,1015.18
8071,80,20.19,0.9,2.1,rain,1015.22
8072,81,20.68,0.89,2.22,rain,1015.26
8073,82,21.17,0.87,2.35,rain,1015.3
8074,83,21.66,0.85,2.48,rain,1015.35
8075,84,22.15,0.83,2.6,rain,1015.39
8076,85,22.73,0.81,2.21,rain,1015.43
8077,86,23.3,0.79,1.86,rain,1015.47
8078,87,23.87,0.77,1.56,rain,1015.51
8079,88,25.14,0.72,1.68,rain,1015.6
8080,89,25.5,0.71,1.88,rain,1015.62
8081,90,25.85,0.69,2.09,rain,1015.65
8082,91,26.24,0.66,2.42,rain,1015.64
8083,92,26.64,0.63,2.76,rain,1015.64
8084,93,27.04,0.6,3.11,rain,1015.63
8085,94,27.59,0.57,3.52,rain,1015.59
8086,95,27.74,0.57,3.64,rain,1015.56
8087,96,27.9,0.57,3.8,rain,1015.53
8088,97,28.05,0.56,4.0,rain,1015.49
8089,98,27.97,0.58,3.96,rain,1015.43
8090,99,27.89,0.59,3.95,rain,1015.37
8091,100,27.82,0.6,3.96,rain,1015.32
8092,101,27.74,0.61,4.0,rain,1015.26
8093,102,27.74,0.61,3.85,rain,1015.19
8094,103,27.74,0.61,3.72,rain,1015.12
8095,104,27.74,0.61,3.61,rain,1015.05
8096,105,27.89,0.6,3.57,rain,1014.85
8097,106,27.97,0.59,3.61,rain,1014.78
8098,107,28.05,0.58,3.66,rain,1014.72
8099,108,27.97,0.59,3.53,rain,1014.67
8100,109,27.89,0.6,3.4,rain,1014.63
8101,110,27.82,0.61,3.27,rain,1014.58
8102,111,27.49,0.63,3.21,rain,1014.53
8103,112,27.24,0.63,3.26,rain,1014.51
8104,113,27.0,0.64,3.33,rain,1014.5
8105,114,26.76,0.64,3.39,rain,1014.49
8106,115,26.25,0.67,3.18,rain,1014.51
8107,116,25.75,0.69,3.0,rain,1014.53
8108,117,25.24,0.71,2.85,rain,1014.55
8109,118,24.74,0.74,2.74,rain,1014.58
8110,119,24.67,0.74,2.43,rain,1014.63
8111,120,24.59,0.74,2.12,rain,1014.68
8112,121,24.52,0.75,1.82,rain,1014.73
8113,122,23.81,0.8,1.05,rain,1014.93
8114,123,23.49,0.83,0.95,rain,1015.0
8115,124,23.18,0.85,1.0,rain,1015.07
8116,125,22.93,0.85,0.66,rain,1015.15
8117,126,22.69,0.85,0.68,rain,1015.22
8118,127,22.44,0.85,1.04,rain,1015.29
8119,128,22.19,0.85,1.67,rain,1015.42
8120,129,22.19,0.85,1.82,rain,1015.48
8121,130,22.19,0.85,1.97,rain,1015.54
8122,131,22.19,0.85,2.12,rain,1015.6
8123,132,21.94,0.86,1.69,rain,1015.63
8124,133,21.69,0.87,1.27,rain,1015.67
8125,134,21.44,0.87,0.89,rain,1015.7
8126,135,21.19,0.88,0.65,rain,1015.73
8127,136,20.94,0.89,0.53,rain,1015.73
8128,137,20.69,0.89,0.46,rain,1015.73
8129,138,20.44,0.9,0.46,rain,1015.74
8130,139,20.19,0.9,0.93,rain,1015.68
8131,140,20.19,0.9,1.14,rain,1015.66
8132,141,20.19,0.9,1.37,rain,1015.63
8133,142,20.19,0.9,1.38,rain,1015.59
8134,143,20.19,0.9,1.39,rain,1015.54
8135,144,20.19,0.9,1.4,rain,1015.5
8136,145,20.05,0.91,1.51,rain,1015.41
8137,146,19.91,0.92,1.61,rain,1015.36
8138,147,19.77,0.93,1.72,rain,1015.31
8139,148,19.62,0.94,1.83,rain,1015.27
8140,149,19.62,0.93,1.73,rain,1015.23
8141,150,19.62,0.92,1.63,rain,1015.2
8142,151,19.62,0.91,1.56,rain,1015.16
8143,152,19.62,0.9,1.5,rain,1015.12
8144,153,19.62,0.91,1.44,rain,1015.11
8145,154,19.62,0.92,1.41,rain,1015.1
8146,155,19.62,0.93,1.42,rain,1015.08
